loss,accuracy,val_loss,val_accuracy
0.6957924365748962,0.5683333277702332,0.6565126699209213,0.8500000238418579
0.5831894135350982,0.6850000023841858,0.42020396087318657,0.800000011920929
0.4075579330984814,0.8033333420753479,0.33248562045162544,0.8600000143051147
0.21805396860768572,0.9200000166893005,0.11867413243919145,0.9750000238418579
0.1992721611171631,0.9283333420753479,0.16726947229646613,0.9300000071525574
0.1420558193597511,0.9549999833106995,0.0807767434145353,0.9950000047683716
0.1271252863296013,0.9616666436195374,0.06578952111318358,0.9800000190734863
0.08058308816389134,0.9783333539962769,0.050736226700773844,0.9800000190734863
0.06662998722519482,0.9700000286102295,0.03828480364561074,1.0
0.06849153639218751,0.9800000190734863,0.30456340931942577,0.8899999856948853
0.058231539336468394,0.9850000143051147,0.027603470623702435,0.9950000047683716
0.05894505235224105,0.9800000190734863,0.029850286736073067,0.9950000047683716
0.04818985814735001,0.9866666793823242,0.018378388715887012,1.0
0.05054735621140201,0.9866666793823242,0.013601719587227308,1.0
0.026575211694755203,0.9933333396911621,0.011411445709091481,1.0
0.06569248439577846,0.9800000190734863,0.019736663697758557,1.0
0.030215075803890296,0.9850000143051147,0.08295853273865418,1.0
0.04090339601892932,0.9850000143051147,0.013469309733852696,1.0
0.038348422745881704,0.9916666746139526,0.09678835686671959,0.949999988079071
0.026769450073658045,0.9916666746139526,0.007029836629780846,1.0
0.08597937604590525,0.9800000190734863,0.021774218361734085,0.9950000047683716
0.015545973198283486,0.9983333349227905,0.013713038830275153,1.0
0.01972274770144184,0.9933333396911621,0.007153516876159643,1.0
0.03331197603559116,0.9866666793823242,0.00944539787788841,1.0
0.039393440529681446,0.9850000143051147,0.007122329918269728,1.0
