loss,accuracy,val_loss,val_accuracy
0.7100194301704565,0.528333306312561,0.6936829173564911,0.4699999988079071
0.6952786489824454,0.54666668176651,0.693331535756588,0.4650000035762787
0.6926979190856218,0.5416666865348816,0.6978523150086403,0.4650000035762787
0.5714279705751687,0.6866666674613953,0.25262624329596295,0.949999988079071
0.29336050476211095,0.8816666603088379,0.11931618473259732,0.9700000286102295
0.1634964130031679,0.9433333277702332,0.31290892613456434,0.8149999976158142
0.1567662824835047,0.9433333277702332,0.052412701912544435,0.9900000095367432
0.12811372324474965,0.9549999833106995,0.06481562060580473,0.9750000238418579
0.07669755124111968,0.9700000286102295,0.12757089819373504,0.9449999928474426
0.11549399268755212,0.9616666436195374,0.03039509203263151,1.0
0.04128472695723789,0.9916666746139526,0.02045829317586822,0.9950000047683716
0.07049468961696682,0.9700000286102295,0.016818781998361843,1.0
0.059067335650280224,0.9766666889190674,0.05946921031732362,1.0
0.11566841273056999,0.9750000238418579,0.03588406591849235,1.0
0.040125980106168226,0.9833333492279053,0.011687303805743739,1.0
0.040909771077452556,0.9916666746139526,0.03830832964774345,0.9850000143051147
0.02930555407328761,0.9916666746139526,0.03183296053067352,0.9900000095367432
0.05263202150070156,0.9833333492279053,0.012422159585202123,0.9950000047683716
0.1073323455087785,0.9599999785423279,0.060618807405990086,0.9800000190734863
0.028388860103365207,0.9900000095367432,0.01990771103319105,0.9950000047683716
0.08176711160778113,0.9833333492279053,0.01559897489335185,1.0
0.023460669921916734,0.996666669845581,0.0053500467304050045,1.0
0.03659584637208469,0.9883333444595337,0.00762430065617707,1.0
0.02169365155885365,0.9916666746139526,0.0036175065202856517,1.0
0.03018772438146963,0.9900000095367432,0.22008400992718852,0.9150000214576721
0.06164640228193098,0.9766666889190674,0.010401701035215396,0.9950000047683716
0.06357610380456274,0.9783333539962769,0.012319266525183892,1.0
0.017200610607261038,0.996666669845581,0.02567291177279685,0.9950000047683716
0.01133838070550142,0.996666669845581,0.006100378498652859,1.0
0.0027789667056893562,0.9983333349227905,2.0729000209274124,0.5400000214576721
0.03461441908465117,0.9883333444595337,0.005746699758497229,1.0
0.042444800865703534,0.9883333444595337,0.00484495521314706,1.0
0.021819794362015563,0.9883333444595337,0.0028318657351768905,1.0
0.00195733901325017,1.0,0.0014749650566482585,1.0
0.0015598376200606267,1.0,0.0010299624443894828,1.0
0.08863440585254728,0.9766666889190674,0.01220197479086341,1.0
0.029112043699057122,0.9950000047683716,0.005756731761295129,1.0
0.009154033677023806,0.9983333349227905,0.003075443180230053,1.0
0.05794673871747209,0.9900000095367432,0.013902742760663358,1.0
0.03930538235497154,0.9933333396911621,0.029243689720661905,0.9950000047683716
0.01971678501752096,0.9933333396911621,0.006999876878034428,1.0
0.001639406517431432,1.0,0.004479549198567447,1.0
0.0020082615199946236,1.0,0.01955525319569876,0.9900000095367432
0.03990166081830749,0.9883333444595337,0.003921598719004429,1.0
0.08467321237157084,0.9816666841506958,0.013964788073850655,1.0
0.0023229589468304825,1.0,0.0036323634966269223,1.0
0.002025796501214477,1.0,0.0027126903802222914,1.0
0.03886594984717128,0.9933333396911621,0.012393247481272417,0.9950000047683716
0.002779959982100877,1.0,0.0027715875540864233,1.0
0.023573458118408216,0.9933333396911621,0.022912299814949542,1.0
