loss,accuracy,val_loss,val_accuracy
0.5844231223113214,0.6733333468437195,0.339120723977685,0.875
0.2581263483421208,0.903333306312561,0.4510600872623399,0.6349999904632568
0.2248273739850629,0.9116666913032532,0.0812162328068007,0.9900000095367432
0.1345272924328153,0.9449999928474426,0.07018491070179152,0.9800000190734863
0.17139186437497395,0.9466666579246521,0.051029922441666715,0.9900000095367432
0.08461200412889487,0.9750000238418579,0.41719360046832127,0.7200000286102295
0.14600769944573022,0.9566666483879089,0.06331864852322724,1.0
0.07103263195944391,0.9683333039283752,0.20826489982128804,0.925000011920929
0.10103817195209094,0.9649999737739563,0.07393831169827536,0.9599999785423279
0.07704842413784435,0.9750000238418579,0.23611307283295901,0.9049999713897705
0.04708683986664255,0.9883333444595337,0.01946887756755018,0.9950000047683716
0.08296023074487398,0.9633333086967468,0.11373475820095337,0.9599999785423279
0.06553357071599308,0.9733333587646484,0.21402486835966747,0.925000011920929
0.044818017516949166,0.9850000143051147,0.01955125683539592,1.0
0.048529543140770834,0.9850000143051147,0.030170366069467037,1.0
0.054733338755058154,0.9800000190734863,0.018612953000964865,0.9950000047683716
0.035135942331849426,0.9883333444595337,0.030877623092253545,0.9900000095367432
0.02205015025604431,0.9916666746139526,0.0075891250737766215,1.0
0.06695580121242418,0.9683333039283752,0.06451559601518056,0.9750000238418579
0.017245108326864447,0.9933333396911621,0.006146858204853664,1.0
0.06690951434111864,0.9816666841506958,0.019673459539310444,0.9950000047683716
0.020805626667597086,0.9933333396911621,0.009259651017320679,1.0
0.013672900629937234,0.9950000047683716,0.007436144106140645,1.0
0.027735598305266212,0.9883333444595337,0.05524952555316304,0.9750000238418579
0.02306287945160494,0.9916666746139526,0.014306302120614305,0.9950000047683716
0.06336246187127745,0.9800000190734863,0.01534875062542575,1.0
0.004233342675818363,1.0,0.01327251329778008,1.0
0.0016781120707614861,1.0,0.005696673183358172,1.0
0.031330928756624465,0.9916666746139526,0.025907624179378388,0.9950000047683716
0.03398067032125847,0.9933333396911621,0.3720255792909973,0.824999988079071
0.04853339014756652,0.9866666793823242,0.007732900742730067,1.0
0.016239482449566037,0.996666669845581,0.0033991427496131623,1.0
0.003006219545835099,1.0,0.0019339399158941717,1.0
0.0011111506342680972,1.0,0.0016954422213974495,1.0
0.06764761064922457,0.9816666841506958,0.04004283095008791,1.0
0.05014665742652118,0.9783333539962769,0.006086176811082993,1.0
0.0018370603949836805,1.0,0.003264812582485135,1.0
0.0009858944879578265,1.0,0.00258985320958395,1.0
0.0005413019459590037,1.0,0.0016407961740419097,1.0
0.0644787466375149,0.9783333539962769,0.059772509742821285,0.9950000047683716
0.01677368079667236,0.9950000047683716,0.007325334020780474,1.0
0.002361369397285505,1.0,0.004320300259876504,1.0
0.0007804046378217559,1.0,0.0039883091289189924,1.0
0.09726268337747157,0.9700000286102295,0.018371274609531946,1.0
0.012266709722501806,0.9950000047683716,0.007183755488371446,0.9950000047683716
0.009936591931894903,0.996666669845581,0.022922275439721744,0.9950000047683716
0.014669157236458735,0.9950000047683716,0.01011571416164049,0.9950000047683716
0.0016047488934392599,1.0,0.007608925664714867,0.9950000047683716
0.0005221506765634487,1.0,0.007543827044313503,0.9950000047683716
